handle,location,review_title,rating_text,review_text,review_date,value_for_money,product_quality,customer_service,return_claim_made,incentivised_review,user_reviews_count,store_location,user_reviews_likes,rating_value,website,brand,page
Anisa,,Deli ham . That has gone off,1 out of 5 stars,Yesterday u purchased ham from the deli. Only to come home and find that it was black and grey . I had to throw the whole thing away. Perhaps the team needs to be more courteous when packing the goods.,2022-02-12T12:37:55.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,7
Wayne,,Prices Just Keep Going Up!!!!!!!!,1 out of 5 stars,"With every new shop I do their prices just keep going up. Golden Circle cordial was $3 for a 2 Litre bottle. Now $5. How can they justify such a huge increase? And it not just large price rises either. Coles brand Tasty Cheese was $4 for 24 slices. Now $4.40. And they're doing it across the board. Yet if I want to buy a slab of coke I'm gauranteed to save more than half price. Same deal on chips, chocolate, lollies, icecream and all other unhealthy junk food. Don't expect to eat healthily at a reasonable price at Coles. And Woolworths are no better! They just price match the same specials at Coles and offer no better value. The 2 large corporations are taking us all for mugs! Profits before People. Will be shopping elsewhere.",2022-02-07T23:14:19.000Z,,,,,,11,,10,1,ProductReview.com.au,Coles Supermarkets,7
Lois,"Greater Melbourne (Outer), VIC",PORK KIEV - with Katsu Sauce,1 out of 5 stars,I purchased these last night - my bad - i read Pork KIEV - got home cooked and thought sause was weird - checked packaging and it did say with Katsu Sauce - I think this is a bit of false advertising as the Key ingredient in a Kiev is GARLIC BUTTER - These need to be renamed so there is no confusion - wont be buying again - They are not a Kiev they are crumbed pork rolls filled with Katsu Sauce,2022-02-02T00:48:50.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,7
Disgusted,Queensland,Abysmal attempt,1 out of 5 stars,"Geriatric lettuce, no invoice with groceries, inefficient packing=extra Coles bags. Feel so sorry for those at coleface. There's more issues.",2022-01-30T00:45:31.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,7
Rick W.,,Lynbrook coles - the self serve checkout guy is a legend,5 out of 5 stars,"Just gotta give credit where it’s due - the dude that helps with self serve in lynbrook is always so positive n thanking people for shopping at coles he deserves credit where it’s due ..N should be rewarded just my personal opinion but I reckon he should be training everyone who is a self serve cashier ..He shows positivity, compassion n always has you thinking geez what a happy guy n leaves you with positivity as you leave ..mate your a legend brother.. coles you should up his pay he deserves it ..",2022-01-29T08:06:20.000Z,,,,,,,,,5,ProductReview.com.au,Coles Supermarkets,7
Lynne D,,What a Disgrace,1 out of 5 stars,"For weeks we have been attempting to buy our usual groceries from Coles Chisholm, absolutely nothing on the shelves. Yet we can go to any other store eg Woolworths & they have plenty of stocked shelves. This has to be the worst Coles store I have ever shopped in. As for the staff they are as good as the store, couldn’t give a dam.This store needs a real boot!!!",2022-01-28T22:27:42.000Z,,,,,,2,,2,1,ProductReview.com.au,Coles Supermarkets,7
Eric L.,,No flyby bonus points through liquorland,2 out of 5 stars,Bought beer and drink on 2 accasions during the 2000 bonus flyby points promo period from liquorland asquith. Never receievd any bonus flyby point despite put in all the correct details. Disappointed.,2022-01-27T02:41:28.000Z,,,,,,,,,2,ProductReview.com.au,Coles Supermarkets,7
Milena,,Use false adverting,1 out of 5 stars,"Coles deserves zero stars. You can't trust their website, or their digital catalogue, it's set up to mislead customers that items are on special, and if an item is on special at one store, don't expect it to be on special at another store!!! The customer is never right, staff and managers are awful, and argumentative, and will even conspire together and lie to you to save a few dollars, don't waste your time with ""customer care,"" because they don't care.",2022-01-25T16:04:29.000Z,,,,,,17,,4,1,ProductReview.com.au,Coles Supermarkets,7
fred,,Fresh Fruit and Veg,1 out of 5 stars,Picked up some Cherry Tomatoes and opened the box to find they were all mouldly had one look at them and had to throw them in the binYuck,2022-01-25T08:50:53.000Z,,,,,,32,,29,1,ProductReview.com.au,Coles Supermarkets,7
SueH,,Worst service,1 out of 5 stars,"After buying the Coles label UltraLife vitamin C tablets I was not happy. I have taken another brand Vit C tablets for many years but when I needed a replacement my regular brand was not available.Although the UltraLife bottle says 'Try it, Love it or your money back', I've had the biggest run around to try to get my money back. No success so far - not good!!",2022-01-24T22:35:40.000Z,,,,,,3,,1,1,ProductReview.com.au,Coles Supermarkets,7
David7988,"Sydney, NSW",Great products range !,5 out of 5 stars,"Everything I needed can be found at Cole five dock, store is clean and tidy, friendly staff, accessible toilet near by which is great.",2022-01-20T10:26:38.000Z,,,,,,,,,5,ProductReview.com.au,Coles Supermarkets,7
Sue W.,"Greater Melbourne (Metropolitan), VIC",This food was inedible,1 out of 5 stars,"After seeing Coles PerForm meals were awarded, I bought a Satay Chicken meal.It was so dry, tasteless, and couldn't be eaten. A total waste of money!",2022-01-17T22:27:00.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,7
Gambier city r.,"Southeast, SA",Not good service,1 out of 5 stars,I have just arrived back home from town having just had to put up with further rudeness at Coles in Mount Gambier from a staff member and I'm sick of it.I have been a long time customer but am considering shopping else where from now on and may never go back ever again.I'm not saying that every person that works for Coles in Mount Gambier is an evil nasty condescending bully but definitely some are and no one seems to care.No compassion for a sick struggling woman.,2022-01-17T04:16:28.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,7
david m.,"South East Queensland, QLD",What the??? Buy 2 steaks. Get 1.5 steaks.,2 out of 5 stars,Recently bought top shelf porterhouse steak from Coles at Silkstone Qld. Looked great in the pack. Opened up to find one steak 30mm thick and a stowaway 10mm BBQ steak. C’mon guys. You charge a motza for this meat and it really is poor form when you present something really top quality and pack it with rubbish.,2022-01-15T13:06:29.000Z,,,,,,,,,2,ProductReview.com.au,Coles Supermarkets,7
ron,,Dodgy Promo's,2 out of 5 stars,"Bottom line don't run these promo's if you cannot produce the goods.....using till stocks run out does not cut it, particularly with your most expensive one ( mini chopper )....Literally Fed Up Ron L",2022-01-11T10:55:50.000Z,,,,,,2,,3,2,ProductReview.com.au,Coles Supermarkets,7
Behnam T.,"South East Queensland, QLD",POPPIN Popcorn is now Terrible product!! Never buy.,1 out of 5 stars,"POPPIN popcorn has recently downgraded their popcorn packaging product significantly. So salty, different packaging that made half of the corn not popping while the other half get burnt. Avoid Avoid Avoid.",2022-01-09T10:34:48.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,7
Heather,,Customer service,1 out of 5 stars,"I didn't want to wait in line as 2 checkouts were open and large orders to go through. I used self service which is something I don't do. I wasn't clued to the system and had to ask for assistance on several occasions. The attendant was quite clearly annoyed and rude and when I left with my bags shouted after me. SEE YA. I looked for her name tag, but it was pushed inside her top pocket. This is the 3rd incident I've had at Coles Gawler. Another incident involved a customer who had obviously been caught shop lifting at an earlier date and he was named and shamed in front of other customers. I was embarrassed for himI don't think it's a staff members job to name and shame.",2022-01-06T07:27:28.000Z,,,,,,2,,2,1,ProductReview.com.au,Coles Supermarkets,7
Debz,,Poor Deli Service across multiple NSW stores,1 out of 5 stars,"Hi, Over the last 3 months or so I have been refused by many staff to slice your Primo Chili Coated Salami. Eg Xmas Eve - Attended Mudgee, approx 5 staff in the deli, approx 4.30 pm and I was told they would not slice the meat as the slicer had gone home, so I then drove to Bathurst approx 2 hours away, only to be told the same, that they would not shave or slice this for me as the Slicers were off, I then traveled through to Goulburn a further 5 hours, only to be told the Deli is shut but that they had no one who would slice any meat anyway. A...pprox 2 weeks before this I attended Batemans Bay Coles at approx 5 pm as well as Muswellbrook, again where staff refused to slice any Salami. Take your signs down as this is false advertising, and given that this is regular practice, this is the most disgusting customer service and I will notify Primo as Coles seems to have exclusive rights to this product. I live rurally where it is no less than 1.5 hours to do any shopping and to continue to get this level of service is appalling. Your staff needs training or you need to take your statements down which are on every Coles wall which states that ""You will slice Fresh Meat"". This is deceptive and misleading advertising, and wondering what the legal position is on this? It seems to be that none of your NSW staff have any interest in good customer service at $32 a KG, just curious if COLES Head office is aware how much money is being lost through nasty Deli Service??",2022-01-03T11:10:07.000Z,,,,,,2,,1,1,ProductReview.com.au,Coles Supermarkets,7
Liam B.,,Coles ripping me off!,1 out of 5 stars,"Bad coles. Big corporations ripping off consumers. Bought samsung phone from coles. Put coles simcard in it, but it is network locked to telstra. They will charge me $25 to unlock sim network. When I buy a phone outright, that means it is my property, should not be locked to one provider and consumers need to be made aware if they are locked. I signed no contract with telstra and now my phone is not fit for purpose under Australian consumer law. I should be able to put as many different sims in as I wish. Coles in bed with telstra to rip off consumers.",2021-12-31T09:25:17.000Z,,,,,,3,,1,1,ProductReview.com.au,Coles Supermarkets,7
pauly,,Jazz apples,2 out of 5 stars,"I'm a fan of Jazz apples and even though expensive, Coles Constantly sells inferior products. You'd think they would reduce the price when their apples are of a low grade. 10 odd apples cost in excess of $12, at that price you would expect a premium product. My local grocery shop sells them at the same price but are premium, that's where I will be buying in the future.",2021-12-30T23:19:11.000Z,,,,,,4,,2,2,ProductReview.com.au,Coles Supermarkets,8
Disapointed meateater,"South East Queensland, QLD",Rump steak is now rubbish,2 out of 5 stars,I have purchased our rump steaks from coles for many years. Alway found it to be good to excellent quality.The last 5 rump trays we have purchased have been rubbish quality. The meat has a distict fishy taste and has a very grey appearance.Very poor quality since no butchers.,2021-12-28T09:28:55.000Z,,,,,,,,,2,ProductReview.com.au,Coles Supermarkets,8
kannan ramasamy,,No trust,1 out of 5 stars,"I was shocked when I came to know that the recent bought Oreo biscuits from North Armadale coles which is located in Champion drive, Seville Grove, WA-6112 store were expired 2and half months back. But it was too late that my kids already started having them and they were felt a bit of discomfort like keep burbing alot. I didn't expected this from a big store like Coles group. Here after I am going spend a bit of extra time to make sure the product that I am going to buy is within the due date. Because It lost its trust ness.. OMG..",2021-12-27T05:00:27.000Z,,,,,,11,,7,1,ProductReview.com.au,Coles Supermarkets,8
Tony,,Disgusting greedy culture at coles and it’s owners,1 out of 5 stars,"My wife and I accidentally both bought hams late Christmas Eve. I tried to return them early Christmas Day. The shop was closed. I then went back early Boxing Day to be told I have to return hams within 30 min of buying them.Really.!!! Shop was closed on Boxing Day. Christmas Eve was not an suitable time. What a joke. Pure scumbag behavior, greed and digesting attitude at coles. Where are these 30min return rules even written. !! No where to be found.",2021-12-26T03:12:07.000Z,,,,,,2,,1,1,ProductReview.com.au,Coles Supermarkets,8
Jen,,Half of order not delivered - still got charged for it - $47.00,1 out of 5 stars,Coles online cannot be trusted to deliver.,2021-12-23T09:11:04.000Z,,,,,,2,,1,1,ProductReview.com.au,Coles Supermarkets,8
Michael,"Metropolitan Adelaide, SA",Customer Care deliberately blocks customers,1 out of 5 stars,"Customer care keep cutting me off or putting me back to the original message. I have a case number and have been waiting for 3 weeks for a responce. Business and consumer affairs have told me it is a police matter. I suspect Coles customer ""care"" are behaving this way because they know their staff are guilty.",2021-12-20T00:13:53.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,8
Lady J,,Be sure to check your dockets if you shop at Coles Winmalee,1 out of 5 stars,"On 11th December I was charged $6.20 for a 10 pack of lemonade. I never buy them, I didn't have them in my trolley so how do you scan what I don't have? Something very dodgy is going on at this Coles. This has happened before. How do I prove it so I can get a refund? Blue Mountains Council, please give us the Woolworths that everyone is asking for",2021-12-16T04:47:23.000Z,,,,,,9,,4,1,ProductReview.com.au,Coles Supermarkets,8
John,"Wheatbelt, WA",Crap as always,1 out of 5 stars,Brought Cold Power laundry tablets but none in the box also brought nescafe caramel latte sachets to have plain coffee satchels in the box...mmm,2021-12-08T05:24:10.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,8
Neeraj,,BEWARE! Will ask for order cancellation fees of $30 for online orders which they cannot supply!,1 out of 5 stars,"I placed an online order for a supply of 37 items worth $ 100, all of which were shown to be available at the selected store. On the day of collection, i was emailed that they only have 7 items worth $ 15 and as a matter of generosity, they have not charged me for the items not available! When I called up there call center, they insist on the $ 30 cancellation fees for canceling my order! Not the first time this is happening with coles! Fortunately, I have paid with Paypal and taking it up with PayPal for getting my money refunded. COLES ONLINE SUCKS!",2021-12-07T01:00:22.000Z,,,,,,13,,15,1,ProductReview.com.au,Coles Supermarkets,8
Jane,,Disabled trolleys,1 out of 5 stars,"Strathpine Queensland store has one disability trolley, (which can be clipped onto a wheelchair). My elderly parents have consistently asked for extra trolleys to be made available, as they find it impossible to shop there without it. They won't shop online as they enjoy the conversations with the staff. My poor parents arrive, and if the one disability trolley isn't available they then have to drive home again without any shopping. My parents are both in their eighties and my mum is disabled. They have written and emailed the head office, but to no avail. Please, please show some compassion and supply more disabled friendly trolleys for your customers.",2021-12-06T04:49:12.000Z,,,,,,2,,4,1,ProductReview.com.au,Coles Supermarkets,8
zk185015,"Sydney, NSW",Coles Ashfield in NSW,1 out of 5 stars,"Coles Ashfield has a very unethical return policy depending the Service desk attendant. I'd misunderstood a Special offer by purchasing one item instead of two. Went back ASAP on first notice(next day) with receipt in hand and no intention on returning the product, I was denied taking up the offer by paying $1 more to get another $9 item. It's sad because a staff member on behalf of Coles has decided to take advantage of the situation and deny my single income family savings to further their bottom line. What's more damming is the Store Manager... is backing his staff's decision as nobly as it is but on what premise was her discretionary decision made. Let's hope it's not bias and that the same treatment is dished out to favourable people in her eyes. Where's your Christmas spirit?? staff at Coles Ashfield!",2021-12-06T04:43:40.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,8
Steph,,Poor customer service,1 out of 5 stars,"What would be really fantastic, would be if a Coles executive actually took the time to read some of these reviews.I contacted Coles customer service online with a very simple request. Two weeks later still waiting for a response",2021-12-05T05:39:11.000Z,,,,,,18,,26,1,ProductReview.com.au,Coles Supermarkets,8
Lee,,Click collect pickers,2 out of 5 stars,Did a click and collect yesterday at Coles Lavington. Purchased a bag of rotten Mandarins that had a use by date of 2 remaining days.Thanks Coles. I Love purchasing your rotten throw out stock at full price.,2021-12-03T10:03:10.000Z,,,,,,2,,2,2,ProductReview.com.au,Coles Supermarkets,8
Ciao Telstra !,,Underpaid Workers,1 out of 5 stars,Coles has been caught underpaying it's employees. Whilst you and I pay exorbitant ripoff prices. Good reason why I no longer shop Coles.,2021-12-02T10:24:58.000Z,,,,,,35,,47,1,ProductReview.com.au,Coles Supermarkets,8
beth,,seems like selling counterfeit food / Not quite right,1 out of 5 stars,Bought this at coles. Does not seem to follow the legal food regulation standards. Looks like dishwash soap is my food. This can really effect peoples health as food is injested. Doesnt taste right either and was pricey for this product. So upsetting.,2021-12-01T07:48:41.000Z,,,,,,24,,8,1,ProductReview.com.au,Coles Supermarkets,8
yabbie,,Stocking a substandard product,1 out of 5 stars,Coles should stop stocking the Nescafé range of cafe sachets they are encouraging Nescafé to continue making this new and vastly inferior product and providing it to their unaware customers.,2021-11-21T23:57:49.000Z,,,,,,8,,5,1,ProductReview.com.au,Coles Supermarkets,8
Anonymous,"Sydney, NSW",This is a scam what the hell.,1 out of 5 stars,This is such a scam. Just look at the picture like bruh. What the hell Coles. I think Coles is scamming people.,2021-11-18T02:07:04.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,8
Les,,False advertising,1 out of 5 stars,Over the last 2 catalogues coles have sliced Christmas cake but when trying to purchase non of their stores in my area have had any. Have spoken to duty manager at one store to be told never have had and complain to customer lack of care which I have and given standard answers due too covid and other problems they don't have any or have sold out. Well to them crap I have in different stores at 7 am on the Wednesday and no stock.So why are this company able to continually false advertize and take us consumers for granted. Les,2021-11-17T08:40:33.000Z,,,,,,8,,6,1,ProductReview.com.au,Coles Supermarkets,8
Mike,,Coles Mareeba has no stock,1 out of 5 stars,Coles Mareeba has had a lot of empty shelves for weeks now. I asked a staff member why so many shelves empty they blamed Covid. Which is a lie as I have been to coles and woollies in cairns which are all fully stocked. Maybe Mareeba Coles just has poor management.,2021-11-12T08:13:21.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,8
Carolina,,Mould on my fresh corn cobs.,1 out of 5 stars,"Organic corn cobs purchased Sunday 7th November 2021 , I have had some bad produce from Coles in the past , but the mouldy old corn takes stale to a whole new level ! The photos I am posting says it all .... Not good enough Coles !",2021-11-10T05:00:41.000Z,,,,,,11,,4,1,ProductReview.com.au,Coles Supermarkets,8
Maryanne V.,,I was wondering what the smell was,1 out of 5 stars,"I have purchased the ""I'm perfect"" 2kg apples for lunches. They may be odd sizes, varieties and have a few blemishes but they have lasted well and tasted great. But yesterday's purchase goes a bit past imperfect. Five out of the 11 in my bag have started decomposing!Come on Coles (Ipswich Central), these are not sell-able.",2021-11-08T02:25:52.000Z,,,,,,4,,,1,ProductReview.com.au,Coles Supermarkets,8
Sam,"South East Queensland, QLD",Cole's Sesame Bagels - Drier than QLD in a drought,1 out of 5 stars,"My usual favs, Abe's Bagels weren't available so I decided to give Coles Sesame Bagels a go. Don't do it. Just DON'T! For the love of God, they were drier than a nun on Monday! Like eating saw dust in the shape of a bagel. New York's bagel artisan's would weep at the first nibble of these dusty doughnuts. Terrible. Instantly regrettable. Avoid at all costs, it's not worth the dry mouth.",2021-11-07T09:00:13.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,8
Phill,,'Chef Inspired Finest' (yet 1 health-star rating),1 out of 5 stars,"(4) there's very little beef in this product; it consists of a runny, sloppy consistency...Yet Coles labels their product 'Our Finest Discoveries - Coles Finest, Chef Inspired Angus Beef Lasagne' This product appears to be falsely advertised Stay well clear of this 'food' !!",2021-11-06T10:27:25.000Z,,,,,,2,,2,1,ProductReview.com.au,Coles Supermarkets,8
Asling,,Various products and easy to access,4 out of 5 stars,Recently I moved to a new house where coles is just walking distance. I find it is so easy to find products inside the shop due to its convenience.,2021-11-06T06:38:21.000Z,,,,,,,,,4,ProductReview.com.au,Coles Supermarkets,8
Nikola,,Friendly staff!,4 out of 5 stars,"Raw tigar prowns, happen to be best here! Online delivery sometimes is lacking products already purchased.But overall it's OK experience!",2021-10-25T04:55:16.000Z,,,,,,6,,1,4,ProductReview.com.au,Coles Supermarkets,8
Poida88,,Mandating vaccines after your workers went through lockdown without the jab. PATHETIC !!,1 out of 5 stars,"I’ll never step foot in a coles store again. Shame on you, pathetic, discriminating, un Australian. I hope your business sinks",2021-10-24T23:38:23.000Z,,,,,,6,,4,1,ProductReview.com.au,Coles Supermarkets,9
James,,Going Cashless and Blind people don't have a chance,2 out of 5 stars,"Coles at Woolloongabba now have 3 cash self service checkouts, today, 2 not working (massive lineup) while the credit self serve checkouts are almost empty. what is a visually challenged person to do with over $100 of groceries and no where to organize them. The room they provide at these cash checkouts is only big enough for a few items. NOT HAPPY Placed everything back on the shelves and I'm only shopping at Woolworths now. I've shopping at Coles for at least the last 20 years and I spend between $160 -$260 per week they obviously don't know whats good for them.",2021-10-24T03:00:36.000Z,,,,,,7,,2,2,ProductReview.com.au,Coles Supermarkets,9
bellamia,,Disgusting behaviour for mandating vaccines to employees,1 out of 5 stars,Just heard on the news today you will be mandating all the workers to be vaccinated. So from now on I will boycott Woollies & coles & will never ever support your businesses again. I will shop elsewhere. Plenty of places to shop. We know who owns woollies & coles its the Freemasons that worship the devil. You lost my business forever. I will post this message everywhere I can so hopefully you will suffer with money loss. You make me sick controlling what workers put in their bodies. I hope all your employees leave you on the spot & your short staff because thats what mentally insane people deserve. This is totally discrimination..,2021-10-21T19:36:27.000Z,,,,,,2,,3,1,ProductReview.com.au,Coles Supermarkets,9
Jason L.,,Boycott Coles,1 out of 5 stars,Boycott Coles. Vaccine Mandates are unlawful and there is no need for it. Do not bow to tyranny. There are plenty of other places that will welcome your patronage and your money,2021-10-21T08:30:08.000Z,,,,,,8,,2,1,ProductReview.com.au,Coles Supermarkets,9
V J.,,"Forced Vaccinations are illegal under The Constitution 1901, Coles should also be shamed",1 out of 5 stars,Coles and Woolworths force vaccinating staff or you will lose your job is illegal and this should be held and taken to a Nuremberg Trial as was the Nazi's.,2021-10-21T05:10:36.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,9
SANO,,My choice every time!,4 out of 5 stars,"However, I still think they need to offer good deals on Flybuys, especially the weekly spent deals",2021-10-21T01:27:59.000Z,,,,,,5,,3,4,ProductReview.com.au,Coles Supermarkets,9
Mikey,,I'm not happy with coles,1 out of 5 stars,"I went to coles Elizabeth St. I went in to get a coffee there was no sugar I asked for some, they said they didn't have any!!! Why is this??? Just a suggestion put a sign up stating there's no sugar or bear in mind your a supermarket take a bag off the shelf pour some in a bowl with a spoon it's not like coles doesn't have any sugar they have shelves full of it. A simple solution!!! why make a mountain out of a molehill???",2021-10-20T00:33:13.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,9
Helen R.,,Cunningly removed picnic ware promotion 2 days before ending to make room for Halloween!,1 out of 5 stars,All coles supermarkets removed picnic ware promotion 2 days early to make room for Halloween thus all saved credits lost for redemption. I called Coles customer service on hold for 43 mins to alert them of this and their response - can’t help you ! Absolutely pathetic! What a disgrace Coles!! Many customers were complaining at the service desk and nobody cared! Charming !,2021-10-18T22:47:33.000Z,,,,,,2,,1,1,ProductReview.com.au,Coles Supermarkets,9
Crag Dolbey,"Launceston, TAS",Scotch steak was average,1 out of 5 stars,"Bought two scotch steaks from Wellington St supermarket in Launceston,Tasmania today.It was tough and very little taste I would not rush back and try again",2021-10-17T09:02:43.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,9
Joanne B.,,Coles Silkstone QLD,5 out of 5 stars,"Excellent store. Always clean and well stocked. Long term, friendly staff, always ready to help. Great range of products, even though it's not a huge store, I can do a full shop here. Rarely have items scan at wrong price. Excellent fresh produce. Great parking. Always shop there.",2021-10-17T04:08:41.000Z,,,,,,8,,,5,ProductReview.com.au,Coles Supermarkets,9
Xylophonens,,Dont shop here,1 out of 5 stars,I will only use other providers in future,2021-10-17T02:54:24.000Z,,,,,,11,,1,1,ProductReview.com.au,Coles Supermarkets,9
Sara,"Far North Queensland, QLD",The staff are absolutely brilliant no complaints at all,5 out of 5 stars,The older customers that use the Stockland’s shop need to have more patience with technology if there is no Internet there is no way to pay so we just need to wait until the Internet is connected again wow what a horrible afternoon thank you coles stuff,2021-10-15T05:45:55.000Z,,,,,,,,,5,ProductReview.com.au,Coles Supermarkets,9
Nyse,,Disappointed,1 out of 5 stars,Why have Coles changed their 10 litre bottled water container?The tap is now like Aldi & Woolworths water which is difficult to use.Also the bottles don't stack on top of each other now which makes it harder to store them.,2021-10-11T22:14:55.000Z,,,,,,7,,2,1,ProductReview.com.au,Coles Supermarkets,9
Gavin,,"Empty Shelves, Low Quality Produce",1 out of 5 stars,"A visit to Coles Diamond Creek often finds shelves either empty, or full of old stock eg. rotting fruit.There appears to be poor management of stock levels, and general operations within the store eg. scheduling of produce deliveries & shelf stocking. Often the bakery section is low on certain items when the store opens at 7am, suggesting bakery staff commence their daily shifts too late in the morning.Coles management needs to understand that its shelves should be fully stocked with fresh produce when the doors open at 7am (not at 9am or 10am), each & every day, to provide the best shopping experience for its customers.",2021-10-11T21:02:00.000Z,,,,,,14,,6,1,ProductReview.com.au,Coles Supermarkets,9
Bella Powell,,Manager is hopeless,1 out of 5 stars,Manager couldn’t be bothered helping me instead passed me over to customer care. Cristina at sanctuary lakes needs to be coached regarding customer service and the importance in listening to your customer .,2021-10-08T06:07:59.000Z,,,,,,6,,12,1,ProductReview.com.au,Coles Supermarkets,9
Jess,,Mouldy crumpets everytime,1 out of 5 stars,So yesterday I purchased some crumpets to open them for breakfast this morning and find there covered in mould! Even when the use by date says tomorrow. This has happened numerous times at Coles toombul. Woolworths is better. What a disappointment.,2021-10-07T06:12:46.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,9
Auzzie700,,Appalling Service and Dishonest Trade,1 out of 5 stars,"Sunnybank Plaza is the worst Coles yet, led by a manager that has no interest in customer service. Attended today, went to purchase item which was was on a rack with a tag displaying $15. When I went to purchase it rung up at $40. Went and grabbed the price label, to be told that the label was an old one but they would honour the price. The service desk had issue with changing the price, as per the label, but called over the manager ‘Grant’ to assist. Grant stated that it was a third party item and he would not honour the price as displayed and... I would have to pay full price. In the end I wasted nearly 20 minutes just to be told the price on the shelf was not the price you pay at the register. Grant, your service and lack of empathy is appalling, consider a roll in an area that doesn’t involve customers as you don’t seem to care about them",2021-10-01T10:30:09.000Z,,,,,,13,,9,1,ProductReview.com.au,Coles Supermarkets,9
Ann,,Disappointed,3 out of 5 stars,"Love the taste of Coles brand frozen Satay and Tuna Bake meals but recently amount of chicken and tuna been reduced drastically- Satay meal didn’t have more than 4 or 5 pieces of chicken. Please go back to the way it was. The photo on the Satay box is a joke actual meal is nothing like it. So disappointed as value, quality, convenience and definitely taste are all 5 star.",2021-09-30T11:14:53.000Z,,,,,,3,,,3,ProductReview.com.au,Coles Supermarkets,9
Barbara lagos,,Pork chops,1 out of 5 stars,Bought two pork chops from Coles Forster 24/09/21 they have been frozen blood should come out of meat when you cook it. not water. They have no taste. I will never buy any more meat from coles and please do not tell me it was they way I cooked them. I have been cooking for over 60 years Barbara lagos,2021-09-25T06:06:31.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,9
LilMarvel,,Coles Deliver To Boot - Don’t Waste Your Time,2 out of 5 stars,After clic...king on the button it then says that your order is being prepared and to follow the directions to the waiting bay and then give them a call. But they didn’t specify a number to call them on. Before he left he asked me what number to call? And I said I don’t know I’ll see if I can find out. Meanwhile I didn’t know what number to call so I tried calling the Store front and it rang out. I was waiting for like 15 mins on the phone and gave up. ,2021-09-25T05:24:09.000Z,,,,,,8,,2,2,ProductReview.com.au,Coles Supermarkets,9
Marama,,GREAT staff (Elizabeth) checkout service,5 out of 5 stars,"Moree store. Receipt number 6617. Register 009. 24/9/21 time 10.38.Each time I shop. I always ask for meat to be put in plastic bag. So I can get it into my cool esky chilly bin in car without packing. It's usually received with a bearable forced smile, annoyance etcSome days are just perfect. Lovely Elizabeth. Nothing too much trouble. Even pointed out a package of coweslaw past due date. Even left small bottle of apple juice last. And she asked if I wanted to drink it. And not include it in the packing. Which I did.Some people just make your day a whole lot better for having met them. Go Lizzie. As I've noticed on the docket, it is your Nick name. So grateful. Thanks for such fantastic great service.",2021-09-25T00:52:46.000Z,,,,,,23,,16,5,ProductReview.com.au,Coles Supermarkets,9
Christine Traianos ,,Coles online...terrible service,1 out of 5 stars,If i could give you no stars i wouldOnline service... what serviceDon't expect next day delivery or collect or collect,2021-09-24T09:42:04.000Z,,,,,,2,,2,1,ProductReview.com.au,Coles Supermarkets,9
Lydia L.,"Sydney, NSW",In Stock or Not,1 out of 5 stars,"The online website said that the product was in stock, when I checked it was out of stock at the shops.",2021-09-23T05:20:55.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,9
Rushitha G.,,Product spoil before expire,1 out of 5 stars,Eggs are totally spoil be careful of buying eggs . I had Heath issue after using without knowing. Made a complain still waiting,2021-09-21T22:20:07.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,9
Peng Z.,"Sydney, NSW",Take a photo of the price tag,1 out of 5 stars,"In the Coles supermarket, I scanned a product at the self-check out point, which displayed a higher price than the one on the shelf. Price check back told me the product price is marching the displayed price. I went back to check myself, only found the price tag had been taken off, and there was no price tag for that product on the shelf. I questioned the staff that someone may take the price tag off the shelf while doing the price checking, and how could he tell me the price for this product is correct if there is no price tag on the shelf? Wi...thout explanation, the staff started to change the price in the system. I went to complain to the services manager about the misconduct about the staff, but he wasn't interested in my complaint, instead, he insulted me by yelling to the staff “ give it to him for free, that's just what he wants.”",2021-09-21T08:39:52.000Z,,,,,,,,,1,ProductReview.com.au,Coles Supermarkets,9
Margaret,,Worst Caesar salad,3 out of 5 stars,"I purchased a Caesar salad, use by date 13/01/23 on the 08/01/23 & had to throw half of the lettuce out, all brown & old looking.",2023-01-10T01:38:36.000Z,1,1,,False,False,2,,,3,ProductReview.com.au,Woolworths Physical store,1
